id,title,main_text,who,what,standard,how,link
173,산재근로자 생활안정자금융자,산업근로자에게 생활안정 자금을 지원하여 안정된 생활을 유지하도록 도와 드립니다.,"아래의 경우에 해당하는 자로서, 월평균소득이 중위소득 이하인 자를 지원합니다.산재보호법에 따른 유족급여 수급권자(단, 방계의 일시금 수급권자 제외)상병보상연금수급권자, 장해등급 제1급부터 제9급까지 결정받은 자사업자금의 경우「직업재활업무 처리규정」제49조에 의한 창업점포지원결정자5년 이상 장기요양 중인 이황화탄소 질병판정자(CS2)3개월 이상 요양 중인 산재근로자로서 평균임금이 최저임금 이하에 해당하는 자(의료비,혼례비,장례비에 한정)","대출 항목별로 차등하여 지원합니다.주택 이전비, 차량 구입비, 사업 자금은 1,500만원 한도 내에서 지원하고, 의료비, 혼례비, 장례비, 취업안정자금은 1,000만원 한도 내에서 지원합니다.융자기간은 5년 이내로 하고 상환방법은 융자일로부터 2년 거치, 3년 균등분할합니다.융자 신청서의 제출 기한은 다음과 같습니다. 의료비: 진료일(또는 의료비 납부일)부터 1년 이내 혼례비: 결혼일 전ㆍ후 90일 이내 또는 혼인신고일부터 90일 이내 장례비: 사망일부터 90일 이내 차량 구입비: 소유권 등록일(또는 매매계약일)부터 90일 이내 주택 이전비: 임대차계약일(또는 전입일)부터 90일 이내 사업자금: 운영 자금 소요 발생일부터 90일 이내 취업안정 자금: 직장 복귀일부터 1년 이내","월평균 소득이 3인가구 기준 중위소득*을 초과하는 자는 지원대상에서 제외합니다.* 2018년 중위소득(3인 가구 기준): 368만3,150원한국신용정보원의 「일반신용정보관리규약」에 따른 연체, 대위변제·대지급, 부도, 금융질서 문란 정보·공공정보 등 보유자의 경우, 제외합니다.근로복지공단으로부터 신용보증지원을 받으신 후에 부정대부 신청, 용도 외 사용 등으로 인해서 융자 결정이 취소된 사실이 있으면 제외합니다.외국인이나 재외동포(재외국민 및 외국 국적 동포)는 제외합니다.근로복지공단의 신용보증지원으로 산재 생활안정자금이나 대학 학자금을 2,000만원 융자 받아 상환이 완료되지 않은 경우에도 제외합니다(단, 상환 완료액 한도 내에서 추가 융자는 가능).","근로복지공단을 방문하거나 우편, 인터넷을 통해 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=173
174,임금피크제 지원금,"임금피크제로 고용을 연장한 근로자에게 줄어든 임금의 일부를 지원하고,기업에게는 장려금을 지원하여 고령의 근로자에게 일할 수 있는 기회를 제공합니다.(2018년 12월 31일까지 한시적으로 운영되는 사업)",55세 장년 재직 근로자와 고용을 연장한 기업을 지원합니다.임금피크제 지원금은 18개월 이상 근무하고 피크임금 대비 해당 연도 임금이 10% 이상 감액된 근로자를 지원합니다.근로시간단축 지원금은 18개월 이상 근무하고 소정 근로시간을 주당 32시간 이하로 단축한 경우의 근로자와 사업주를 지원합니다.,"피크임금에 비해 10% 이상 감액된 임금을 연간 1,080만원 한도로 지원합니다.재고용형은 정년을 55세 이상으로 정한 사업장에서 정년에 이른 근로자를 정년 퇴직 후 재고용하면서 정년 퇴직 이후부터 임금을 삭감한 경우입니다. 재고용된 날부터 피크임금 대비 80%(300명 미만 사업은 90%) 이하의 감액분을 최대 5년간 지원합니다. (연 6,000,000원 한도)사업주에게는 임금피크제 적용 근로자 1명당 월 30만원(연간 360만원)을 최대 2년간 지원합니다.근로자에게는 감소된 임금의 50%를 연간 1,080만원 한도로 최대 2년간 지원합니다.",empty,고용지원센터(지방 노동관서)를 방문하거나 우편으로 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=174
175,산재근로자 복지지원(장학금),"산재를 당한 근로자 본인과 배우자, 자녀의 생활안정을 위하여 본인과 자녀의 고등학교 학자금을 지원합니다.","장학금 선발신청서를 접수한 날을 기준으로 산업재해로 인정받은 근로자 중에서 아래 사항에 해당하면 지원대상입니다.사망근로자의 배우자나 자녀상병보상연금 수급자 본인이거나 배우자, 자녀장해등급 1~7급에 해당하는 본인이나 배우자 혹은 자녀5년 이상 장기요양자 중에서 이황화탄소(CS₂) 질병 판정자 본인이거나 배우자 혹은 자녀","입학금, 수업료, 학교운영 지원비 중 실납부액을 지원합니다. 한 해 동안 1명에게 최대 500만원까지 지원합니다.","교육과학기술부장관이 인정하는 정규고등학교, 고등공민학교, 고등기술학교, 특수학교, 각종학교, 평생교육시설에 입학 또는 재학 중인 자를 선발합니다.당해년도 지급재원 범위 내에서 수혜 횟수가 적은 신청자 순으로 우선 선발합니다.선발 우선순위는 다음과 같습니다. 동일 순위인 경우 고학년을 우선 선발합니다.제1순위: 산업재해근로자 본인제2순위: 산재사망근로자의 자녀제3순위: 장해 또는 폐질 상위 등급 근로자의 자녀제4순위: 5년 이상 장기 요양 중인 이황화탄소(CS2) 근로자의 자녀제5순위: 산재 사망근로자의 배우자제6순위: 장해 또는 폐질 상위 등급 근로자 배우자제7순위: 5년 이상 장기 요양 중인 이황화탄소(CS₂) 근로자 배우자","근로복지공단에 방문하거나, 우편 또는 인터넷을 통하여 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=175
176,직업훈련생계비 대부,"취약계층(비정규직근로자, 전직실업자)이 생계비에 대한 부담 없이장기간 체계적인 훈련을 받고 더 나은 일자리로 취업할 수 있도록 지원합니다.","고용노동부가 지원하는 훈련 중 3주 이상 훈련에 참여하고 있는 비정규직 근로자 및 전직실업자(배우자합산 연간소득금액 8,000만원 이하인 자)를 지원합니다.고용노동부가 지원하는 훈련은 지방자치단체 설치 공공직업훈련시실에서 실시하는 취업목적의 훈련을 포함합니다.","직업훈련기간에 1인당 1,000만원 한도 내에서 직원훈련생계비를 대부 받을 수 있습니다. 월별 대부 한도액: 200만원상환방법: 1년 거치 3년 상환, 2년 거치 4년 상환, 최대 3년 거치 5년 균등분할상환융자금리: 1%",고용보험 피보험 자격을 취득한 비정규직 근로자를 지원합니다.고용보험 피보험 이력이 있는 전직 실업자를 지원합니다.※ 배우자합산 연간소득금액 8천만원 초과자 및 실업급여 수급중인 자는 제외,근로복지공단 지역본부 또는 지사를 방문하거나 온라인으로 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=176
177,보조공학기기 지원,장애인의 고용을 촉진하기 위하여 장애인이 직장에서 일하는 데 도움이 되는다양한 보조공학기기를 지원합니다.,직업생활용 작업보조공학기기 및 차랑용 보조공학기기의 지원대상은 다음과 같습니다.장애인을 고용한 사업주 또는 고용하려는 사업주국가 및 지방자치단체의 장(공무원이 아닌 장애인근로자 대상)상시근로자 4인 이하의 장애인사업주로서 장애인을 고용하였거나 고용하려는 사업주 장애인근로자(차량용 보조공학기기에 한함),"장애인들이 직업생활을 하는 데 필요한 작업보조 공학기기나 장비 58개 품목, 280여 제품을 지원합니다.다음은 지원 품목입니다.정보접근 제품: 점자정보 단말기, 점자프린터, 확대독서기, 특수 키보드 및 마우스 등작업기구 제품: 높낮이조절 테이블, 특수작업 의자, 작업물 운송운반 장치 등의사소통 제품: 신호 장치, 화상 전화기, 소리증폭장치, 음성 메모기 등사무보조 제품: 팔 지지대, 필기보조 도구, 원고 홀더, 수화기 홀더 등맞춤보조 공학기기: 장애인의 장애 특성 및 업무 환경에 적합한 보조공학기기를 개조 및 제작하여 지원자동차 개조 및 차량용 보조공학기기: 장애인 근로자의 출·퇴근을 위한 자가 차량개조 및 운전 보조장치지원금액은 다음과 같습니다.고용유지조건 지원기기: 1인당 1,000만원(중증장애인 1,500만원) 이내에서 지원무상지원: 1인당 300만원(중증장애인 500만원) 이내에서 지원자동차개조 및 차량용 보조공학기기: 1인당 1,500만원 이내에서 지원","보조공학기기는 기기별로 사용자를 지정해 신청합니다.고용유지 조건으로 지원하는 기기는 지원기간 동안 고용을 유지하는 조건으로, 퇴사 등으로 고용이 유지되지 않았을 경우에는 해당 지원기기를 반납하거나 기기 금액에 준하는 금액을 상환하는 조건으로 지원신청하신 내용에 따라서 상담 및 평가를 실시하고, 신청 내용을 검토하여 신청 접수 30일 안에 지원 여부를 결정합니다. 고용유지 조건지원, 자동차 개조 및 차량용 보조공학기기는 지원이 결정된 이후에 이행보증보험증권을 제출해야 합니다.","한국장애인고용공단을 방문하거나 우편, 인터넷으로 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=177
178,중증장애인 지원고용(훈련수당),중증장애인 채용을 희망하는 사업체에 중증장애인을 우선 배치하여 담당할 업무에 대하여 훈련하는 방식으로 중증장애인의 취업을 지원합니다.,"훈련생은 구직 등록한 15세 이상의 중증장애인으로 본인 또는 보호자의 취업의사가 있고 지원고용과정을 통해 취업하는데 동의하는 경우 지원합니다.사업체는 4대보험(국민건강, 국민연금, 고용보험, 산재보험)에 가입해야 지원합니다.","훈련생에게는 다음과 같은 내용을 지원합니다.훈련준비금: 4만원(6일 이상 출석시 1회 지급)훈련일비: 1일 1만7,000원 (현장훈련[출석]일수 + 사전훈련[출석]일수) x 1만7,000원숙박비: 1박 1만원훈련기간: 3-7주훈련시간: 1일 4-8시간훈련장소: 구인사업체 현장 주요 훈련내용: 작업내용, 기술습득, 직장내 대인관계, 직장예절 등 훈련, 직무지도원을 배치(직무지도원 1인당 훈련생 5명 이내)사업주에게는 다음과 같은 내용을 지원합니다.사업주 훈련보조금(1인, 1일): 1만9,340원직무지도원 수당(1일): 외부 5만원, 사업체근로자 2만5,000원수당 지급 기준입니다.지각과 조퇴를 합산하여 3회당 결석 1일로 처리함결석할 때는 당일의 수당은 지급하지 않음수당은 훈련생 계좌로 직접 입금함",정부 재정지원에 의한 일자리사업에 참여하고 있는 장애인다른 법령에 의하여 교육 및 훈련을 받고 있는 장애인해당 연도에 지원고용 3회를 초과하여 참여한 장애인정당한 사유 없이 지원고용 참여를 중도 포기한 후에 3개월이 경과되지 않은 장애인,한국장애인고용공단을 방문하거나 우편으로 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=178
179,장애인 고용장려금 지급,의무고용률 이상으로 장애인을 고용하는 사업주에게 고용장려금을 지급하여 장애인 근로자의 취업을 돕고 사업주가 장애인 고용을 늘릴 수 있도록 돕습니다.,"월별 상시 근로자의 2.9%(공공기관 및 지방공기업 3.2%)를 초과하여 장애인을 고용한 사업주에게 지원합니다.※ 단, 최저임금 이상을 받거나 최저임금의 적용 제외 인가를 받은 장애인에 한해 지원고용보험에 가입하지 않은 장애인근로자는 고용장려금 지급기준이 되는 대상인원에서 제외됩니다.(2018년 발생분부터)","의무고용률을 초과하여 고용한 장애인 근로자의 장애 정도, 성별, 근속기간 등에 따라 1인당 월 15만원~60만원을 고용장려금으로 지급합니다.2017년 발생분까지의 고용장려금 지급단가는 다음과 같습니다. 경증 남성: 입사일부터 만 3년까지 30만원, 입사 3년 초과~만 5년까지 21만원, 입사 만 5년 초과 20만원경증 여성: 입사일부터 만 3년까지 40만원, 입사 3년 초과~만 5년까지 28만원, 입사 만 5년 초과 20만원중증 남성: 40만원중증 여성: 60만원2018년 발생분부터의 고용장려금 지급단가는 다음과 같습니다.경증남성 : 30만원경증여성 : 40만원중증남성 : 50만원 중증여성 60만원","「고용보험법」, 「산업재해보상보험법」, 「사회적기업 육성법」의 규정에 따른 지원금 및 장려금을 지급받는 장애인 근로자는 그 지급 기간에는 지원하지 않습니다.","사업장 소재지 관할 한국장애인고용공단 지사를 방문하거나 우편, 인터넷으로 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=179
180,요양급여(보조기)-산재보험급여,근로자가 업무상 사유에 의하여 부상을 당하거나 질병이 발생한 경우 재활에 필요한 보조기구 비용을 지원합니다.,업무상 재해로 인하여 장해가 발생되어 재활보조기구 지급 대상에 해당하는 산재근로자를 지원합니다.,"총 217개 품목의 재활보조기를 사거나 수리하는데 필요한 비용을 지원합니다.재활보조기 110개 품목(국민건강보험공단에서 인정하는 품목 90개, 산재보험에서 별도로 인정하는 품목 20개)을 지원하고, 107개 품목의 수리 비용을 지원합니다.재활보조기구는 요양이 끝났을 때 비용을 지급하지만, 다음의 경우에는 치료 중에도 지급 가능합니다.사지절단환자 또는 신경마비 등으로 인하여 치료가 끝난 후에도 계속해서 재활보조기구의 장착이 의학적으로 필요한 경우경추, 흉추, 요추 등의 척추손상 또는 척추질환의 치료를 위해서 보조기 착용이 의학적으로 필요한 경우관절손상 등으로 인하여 관절운동의 제한 또는 관절의 고정을 위해서 보조기 착용이 의학적으로 필요한 경우하지골절로 인해 통원치료를 받을 때 목발이 의학적으로 필요한 경우",재활보조기구 각 품목별 지급 대상 요건을 충족한 경우에 지원합니다.,근로복지공단을 방문하거나 우편으로 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=180
181,장애인 표준사업장 설립지원,사업주가 장애인표준사업장을 설립하고 운영할 수 있도록 지원금을 지급하여 장애인의 일자리를 마련합니다.,"장애인표준사업장을 설립, 운영하고자 하는 사업주를 지원합니다.장애인직업재활시설은 제외합니다.","지원대상자로 선정된 사업주에게 장애인 표준사업장을 설립하기 위해 실제 투자한 금액의 75%를 지원합니다.지원한도는 10억원 이내로 장애인 신규고용 인원 1인당 3,000만원을 지원합니다.장애인 표준사업장 기준과 지원에 따른 신규장애인 고용의무를 모두 7년간 준수해야 한다는 세부적인 지원조건이 있습니다.장애인표준사업장 기준은 다음과 같습니다.장애인이 최소한 10명 이상 근무해야 하고, 상시 근로자의 30% 이상을 장애인으로 고용하며, 상시 근로자의 일정비율 이상을 중증장애인으로 고용장애인 근로자를 위한 편의시설 설치장애인 근로자에게 최저 임금액 이상을 지급함",empty,한국장애인고용공단 지사를 방문하거나 우편으로 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=181
182,생활안정자금융자,"저소득층 근로자가 보다 안정적인 생활을 영위할 수 있도록 의료비, 노부모 요양비, 장례비, 혼례비, 자녀학자금, 임금감소생계비, 소액생계비 등을 장기 저리로 융자 받을 수 있게 지원합니다.",저소득 근로자를 지원합니다.,"의료비, 부모요양비, 장례비, 혼례비, 자녀학자금, 임금감소생계비, 소액생계비 등 장기 저리 융자를 받을 수 있습니다.융자 한도는 다음과 같습니다.혼례비 : 1,250만원 의료비, 장례비, 자녀학자금, 임금감소생계비, 임금체불생계비: 1,000만원 부모요양비 : 부모 1인당 500만원자녀학자금: 자녀 1인당 연 500만원소액생계비: 200만원2종류 이상의 융자를 신청할 경우 1인당 2,000만원이 한도입니다. 융자기간 및 상환방법은 다음과 같습니다. 의료비, 혼례비, 장례비, 노부모 요양비, 자녀학자금, 임금감소생계비, 임금체불생계비: 1년 거치, 3년 균등분할상환(연이율 2.5%)소액생계비: 1년 거치, 1년 균등분할상환(연이율 2.5%)* ‘18.1.29.~2.28. 임금체불생계비 융자 금리 한시 인하(2.5% → 1.5%) 적용 근로자 신용보증 지원제도를 이용하여 보증합니다. 신용보증료 연 0.9%는 별도부담입니다.","의료비·혼례비·장례비 부모 요양비·자녀 학자금은 다음의 요건을 모두 갖춘 근로자에게 지원합니다.융자 신청일 현재 소속 사업장에 3개월 이상 근로 중인 자※ 일용근로자는 신청일 이전 3개월 이내 고용보험 근로 내용 확인신고서에 따른 근로일수가 45일 이상인 경우에 지원월평균 소득이 3인가구 기준 중위소득 3분의 2 ('18년 246만원) 이하인 근로자 ※ 단, 비정규직 근로자는 소득요건 미적용임금감소생계비는 다음의 요건을 모두 갖춘 근로자에게 지원합니다.융자 신청일 현재 소속 사업장에 6개월 이상 근로 중인 자경영상의 이유로 3개월 이상 소득이 감소하고, 소득이 감소하기 시작한 날 이전 3개월간의 월 평균소득보다 융자 신청일 이전 3개월간의 월 평균소득이 30%이상 감소한 자월 평균소득이 3인 가구 기준 중위소득 2/3에 해당하는 금액의 70%(2018년 기준, 172만원) 이하인 자소액생계비는 다음의 요건을 모두 갖춘 근로자에게 지원하되, 감소된 후 월소득이 낮은 근로자, 소득 감소비율이 큰 근로자 순으로 우선선발합니다.융자신청일 현재 소속 사업장에 3개월 이상 근로 중인 자※ 일용근로자는 신청일 이전 180일 이내 고용보험법 시행규칙 별지 제7호서식의 고용보험 근로내용 확인신고서에 따른 근로일수가 45일 이상인 경우에 지원월 소득이 직전달보다 30%이상 감소하여 월 소득이 3인 가구 기준 중위소득의 2/3에 해당하는 금액의 70%(2018년 기준, 172만원)이하인 자임금체불생계비는 다음의 요건을 모두 갖춘 근로자에게 지원합니다.가동 중(휴업 포함)인 임금체불사업장에 근로중인 자※단, 건설일용근로자의 경우 신청일 이전 180일 이내에 고용보험 근로내용 확인신고서에 따른 근로일수가 30일 이상인 경우 경융자신청일 이전 1년 동안 1개월분이상 임금 체불한 자단, 건설일용근로자의 경우 전년 통계청 하반기 보통 인부 노임 단가의 5일분에 해당하는 금액) 연간 소득액(배우자 소득 합산)이 3인가구 기준 중위소득(‘18년 4,420백만원) 이하인 근로자 항목별 배점기준에 따라 종합점수를 산정하여 점수가 높은 순으로 선발합니다.","근로복지공단을 방문하거나, 우편을 통해 신청합니다. 사업장 소재지 관할 근로복지지역본부 및 지사와 온라인 신청을 병행하고 있습니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=182
184,사회적기업 일자리 창출사업,"사회적 기업에 인건비 등 재정지원을 하여 기업을 육성하고,일자리 창출에 이바지 합니다.",사회적기업과 예비 사회적기업을 지원합니다.,"최저임금 수준 인건비 + 사업주 부담 사회 보험료 일부를 사업주에게 지원합니다. 참여근로자의 인건비는 법정(소정)근로시간 범위 내에서 참여근로자의 실제 근로시간에 당해년도 시간급 최저임금을 곱한 금액(지원연차별 지원금 지급비율 차등화)을 지원 사업주부담 사회보험료는 참여근로자 인건비의 9.6%를 한도로 지원 인증여부, 지원연차에 따라 지원금의 지원비율을 차등 적용합니다. 예비사회적기업: 1년차 70%, 2년차 60% 사회적기업: 1년차 60%, 2년차 50%+20%, 3년차 30%+20%(계속고용인센티브)최대 5년(예비기업 2년, 인증기업 3년) 범위 내에서 매 1년 단위로 재심사를 거쳐 계속 지원여부 결정지원약정일로부터 12개월 지원을 원칙으로 합니다.",신규 채용 근로자 중 취약계층 고용 비율이 50%(또는 30%) 이상인 기업을 지원합니다.,시/군/구청에 방문하거나 우편으로 신청서를 제출합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=184
185,산재근로자 창업점포지원,실업 중인 산업재해 근로자의 자립을 위하여 창업점포를 임대할 수 있도록 지원합니다.,"아래 내용 중 어느 하나에 해당하는 산재근로자(2개월 이상 요양)로서 훈련직종 또는 취득자격증이나 일정기간 이상 종사한 업종과 관련된 업종으로 창업을 원하는 자를 지원합니다.공단과 계약을 체결한 직업훈련기관 또는 공단이 지원하는 직업훈련과정을 수료한 자(단, 1997.3.1. 이후 공단 재활훈련원 훈련과정을 80% 이수한 자도 포함) 2008년 7월 이후 직업능력개발시설에서 직업훈련을 수료한 자그 밖의 다른 법령에 따라 예산 및 기금이 지원되는 창업훈련과정을 수료한 자자격기본법 또는 국가기술자격법에 따른 자격증(공인 받지 않은 민간자격증이나 운전면허증 제외)을 취득한 자법에 따른 진폐장해등급 결정을 받았거나 진폐의증(0/1)에 활동성 폐결핵이 합병되어 법에 따른 요양급여를 수급한 후 요양종결한 자2년 이상 종사한 업종과 관련 있는 업종으로 창업을 희망하는 자사회적기업, 예비사회적기업으로서, 창업점포지원 신청 당시 사회적기업 육성법에 따른 유급근로자를 1명 이상 고용하고, 근로자의 30% 이상이 산재장해인에 해당하는 조직예비사회적기업 인증을 준비 중인 법인으로서, 사회적기업 인증을 준비 중인 사실이 정관이나 규약 등으로 확인 가능하고, 창업점포지원 신청 당시 사회적기업 육성법에 따른 유급근로자를 1명 이상 고용하고, 근로자의 30% 이상이 산재장해인에 해당하는 조직","임차보증금을 지원합니다. 전세금 지원: 1억5,000만원 이내월세가 포함된 점포의 경우, 지원대상자가 부담하는 월세금이 월 250만원 이내일 때 임차보증금 지원(단, 전기료, 수도세 등은 제외)임대차 계약기간은 1년 또는 2년 단위로 하고, 최장 6년까지 지원연 2% 이자를 12로 나누어 근로복지공단에 월별 균등 납부합니다.",empty,근로복지공단(창업 예정지 관할 근로복지공단 각 지역본부 또는 지사 재활보상부)을 방문하거나 우편으로 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=185
187,직업능력개발운영(훈련수당),"직업훈련을 희망하는 장애인에게 직업능력개발훈련과 재활프로그램을 실시하고, 경제적 안정을 위해 훈련수당을 지급합니다.",15세 이상 장애인 중 직업능력개발훈련을 희망하거나 필요로 하는 자를 지원합니다.,"공단 직업능력개발훈련기관 훈련생 및 민간훈련기관 훈련생에게 다음과 같이 훈련수당을 지급합니다. 훈련참여수당: 월 20만원(취업성공패키지 연계 대상의 경우, 월 28만4,000원)교통비: 월 5만원(기숙사에서 생활하지 않는 훈련생)식비: 월 6만6,000원(통학생 중 식이조절 등으로 개별 도시락을 지참하는 훈련생, 민간훈련의 경우 1일 5시간 훈련생)실업급여 수급자, 타 법령에 의해 훈련수당을 지원받고 있는 훈련생, 월 출석률이 80% 미만인 훈련생에게는 훈련수당을 지급하지 않습니다.","한국장애인고용공단 직업능력개발원의 훈련생으로 정규훈련* 또는 1개월(140시간) 이상의 맞춤훈련**과정에 있는 훈련생을 지원합니다. * 정규훈련: 장애인에게 해당 산업의 주요 직무에 필요한 교과 과정을 습득하도록 하는 직업능력개발훈련** 맞춤훈련: 기업의 실제 훈련수요에 맞게 학생을 모집하고, 공단 직업능력훈련기관과 사업주 또는 사업주단체가 훈련직종, 훈련수준, 훈련방법 등에 관한 사항에 대하여 약정을 체결하여 훈련을 실시하고, 약정업체가 수료생을 우선 채용하는 훈련한국장애인고용공단에서 지원하는 민간훈련기관의 훈련생을 지원합니다.",한국장애인고용공단을 방문하여 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=187
188,저임금근로자 사회보험료 지원사업(두루누리),소규모 사업에 근무하는 저임금 근로자의 사회보험료를 지원하여 근로자의 경제적 부담을 경감합니다.,근로자가 10인 미만인 소규모 사업에 근무하는 근로자 중 월 평균보수가 190만원 미만인 근로자와 해당 사업장의 사업주에게 사회보험료(고용보험과 국민연금)를 지원합니다.,"지원 요건에 해당하는 대상자의 고용보험과 국민연금 보험료 부담분을 다음달 보험료에서 차감하고 지원합니다.기존 가입자는 40%, 신규 가입자는 80~90%를 지원합니다.","지원신청일이 속하는 달의 말일 현재, 근로자 수가 10명 미만이어야 합니다.전년도 말 기준의 사업인 경우에는 다음에 해당하면 지원합니다. 전년도 월평균 근로자 수가 10명 미만인 경우전년도 월평균 근로자 수가 10명 이상인 경우에는 보험료 지원금 신청일을 기준으로 직전 3개월 연속 근로자 수가 10명 미만인경우사업장 적용일이 당해 연도인 신규 사업장의 경우에는 다음에 해당하면 지원합니다. 당연 적용 성립 신고 당시 근로자 수가 10명 이상이거나, 사업장 적용일이 당해 연도에 소급된 신규 사업장인 경우 보험료 지원 신청월을 기준으로 직전 3개월 연속 근로자 수가 10명 미만인 경우사업장 적용일이 속한 달~지원신청일이 속하는 달까지의 기간이 3개월 미만일 때에는 해당 기간 연속 근로자 수가 10명 미만인 경우",근로복지공단 및 국민연금공단과 각 지사를 방문하여 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=188
189,장애대학생 도우미 지원,장애대학생이 장애에 구애 받지 않고 자유롭게 공부할 수 있도록 교육활동의 기회를 제공합니다.,"대학교에 재학중인 장애등급 1~3급 학생을 지원합니다. ※ 장애인복지법 시행규칙 제2조 관련 ‘장애인의 등급표’를 따르되, 특별지원위원회 심사 등을 거쳐 지원 필요성이 큰 경우에는 경증(4~6급) 또는 기준 외 학생도 포함",장애대학생의 학내 이동편의 및 교수학습활동을 보조해주는 아래와 같은 캠퍼스도우미에게 책정된 금액을 지급합니다.,대학별 지원계획 수립시 중증 및 취약계층을 우선지원합니다.동성도우미를 우선 매칭해 드립니다.도우미 가족 지정 및 활동보조인 겸직을 지양합니다.대학의 20%이상 대응투자시 지원합니다.,"대학 내 장애학생지원센터 또는 장애학생지원부서를 방문하거나, 인터넷으로 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=189
190,초·중·고 학생 교육정보화 지원,"초등학생, 중학생, 고등학생에게 PC와 인터넷 통신비를 지원하여정보 소외 계층의 교육 격차를 해소하고 균등한 교육 기회를 제공합니다.","생계·의료·주거·교육급여 수급자, 한부모가족 보호 대상자(법정 한부모), 차상위계층 등의 초등학생, 중학생, 고등학생을 지원합니다. 시/도 교육청의 기준에 따라서 지원대상과 학년의 범위가 서로 다름","PC 지원은 가구당 1대를 지원합니다.인터넷 통신비는 가구당 매월 1만7,600원 상당의 1회선을 무료로 사용하도록 지원합니다. 시/도별 기준에 따라 유해차단 서비스(월 1,650원 상당)를 지원합니다.","초등학생, 중학생, 고등학생으로 아래 자격을 보유한 경우 선정합니다.생계급여, 의료급여, 주거급여, 교육급여 수급자한부모가족보호대상자법정 차상위대상자1세대 1자녀 지원으로 형제 자매간 중복지원은 배제됩니다.다른 법령에 따라 PC또는 인터넷 통신비를 전부(또는 일부) 지원 받는 경우 지원이 제외됩니다.PC지원의 경우 가구원 중 기존에 지원받은 경우 지원이 제외됩니다.시/도 교육청별로 기지원 연도 등에 따라 지원여부가 다를 수 있음","주민센터를 방문하거나 인터넷(교육비 원클릭 신청시스템, 복지로)으로 초중고 교육비 지원을 신청합니다. 서비스 신청시, 가족의 금융정보 제공동의는 온라인신청(online.bokjiro.go.kr)으로도 가능합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=190
191,국립특수학교 및 국립부설학교 특수학급 지원,"국립특수학교(급)의 특수교육보조원, 종일반 운영 및 특수교육대상자의 방과후학교 경비를 지원하여 장애학생의 학습권을 보장합니다.",국립특수학교(급)에 재학중인 장애 학생을 지원합니다.,"특수교육대상 학생에게 교내 교수-학습 활동 및 이동 보조, 방과후교육 등을 지원합니다.","특수교육보조원 지원 대상은 특수교육대상학생 중에서 중증장애 학생을 우선 지원합니다.방과후교육비, 종일반은 특수교육대상학생 희망자 전원에게 지원합니다.",국립특수학교 및 국립대학 부설학교에 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=191
